,source_idx,source_name,issn,era_journal_name,era_field,harzing_journal_name,harzing_field,works_count,cited_by_count,wos_journal_name,wos_categories,topic_count,subfield_name,field_name,econ_bus_density,econ_score,bus_score,field_eb
11,91754907,American Journal of Agricultural Economics,0002-9092,American Journal of Agricultural Economics,Applied economics,American Journal of Agricultural Economics,Economics,13180,341602,AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,['ECONOMICS'],3826,General Agricultural and Biological Sciences,Agricultural and Biological Sciences,0.5335993470572232,3,0,E
12,201533460,Applied Economics,0003-6846,Applied Economics,Applied economics,Applied Economics,Economics,12922,258953,APPLIED ECONOMICS,['ECONOMICS'],2746,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",1.0,4,0,E
13,93284759,Journal of Business Research,0148-2963,Journal of Business Research,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",Journal of Business Research,Marketing,12553,923666,Journal of Business Research,['BUSINESS'],2524,Marketing,"Business, Management and Accounting",0.7975951903807615,0,3,B
14,16296580,Southern Economic Journal,0038-4038,Southern Economic Journal,Applied economics,Southern Economic Journal,Economics,10948,412446,SOUTHERN ECONOMIC JOURNAL,['ECONOMICS'],1291,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",1.0,4,0,E
15,50366009,Urban Studies,0042-0980,,,Urban Studies,PSM,10732,325434,,,1384,Economics and Econometrics,"Economics, Econometrics and Finance",0.44991816693944353,1,0,
16,37814254,De Economist,0013-063X,De Economist,Applied economics,,,10660,19570,ECONOMIST-NETHERLANDS,['ECONOMICS'],803,Law,Social Sciences,0.5029280055115398,2,0,E
17,76633192,Journal of Business Ethics,0167-4544,,,Journal of Business Ethics,"OS/OB,HRM/IR",10432,816933,JOURNAL OF BUSINESS ETHICS,['BUSINESS'],4158,Information Systems and Management,Decision Sciences,0.45450909818036395,0,1,
18,88020226,The Business History Review,0007-6805,,,Business History Review,Bus Hist,10012,30182,BUSINESS HISTORY REVIEW,['BUSINESS'],1254,Economics and Econometrics,"Economics, Econometrics and Finance",0.5348889895786135,1,1,
19,39307421,Technological Forecasting and Social Change,0040-1625,Technological Forecasting and Social Change,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",Technological Forecasting and Social Change,Innovation,9860,516168,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,['BUSINESS'],1141,Strategy and Management,"Business, Management and Accounting",0.7435064935064936,0,3,B
20,57667410,Annals of Operations Research,0254-5330,,,Annals of Operations Research,"OR,MS,POM",9343,262084,,,886,Management Information Systems,"Business, Management and Accounting",0.5568800207307593,0,1,
21,96544531,Applied Economics Letters,1350-4851,Applied Economics Letters,"Banking, finance and investment",Applied Economics Letters,Economics,9216,100802,APPLIED ECONOMICS LETTERS,['ECONOMICS'],2085,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",1.0,4,0,E
22,184816971,International Journal of Production Economics,0925-5273,,,International Journal of Production Economics,"OR,MS,POM",9071,562057,,,2998,Management Information Systems,"Business, Management and Accounting",0.725338062513855,0,1,
23,38825547,Economic Geography,0013-0095,,,Economic Geography,Economics,9063,223178,ECONOMIC GEOGRAPHY,['ECONOMICS'],1980,Economics and Econometrics,"Economics, Econometrics and Finance",0.5833521317392285,3,0,E
24,136211407,Ecological Economics,0921-8009,,,Ecological Economics,Economics,8589,602685,ECOLOGICAL ECONOMICS,['ECONOMICS'],2239,Economics and Econometrics,"Economics, Econometrics and Finance",0.5527852296039135,3,0,E
25,94499970,Energy Economics,0140-9883,Energy Economics,"Banking, finance and investment",Energy Economics,Economics,8479,465603,Energy Economics,['ECONOMICS'],2850,Economics and Econometrics,"Economics, Econometrics and Finance",0.644719040317489,4,0,E
26,125775545,Operations Research,0030-364X,Operations Research,"Strategy, management and organisational behaviour",Operations Research,"OR,MS,POM",8336,517241,OPERATIONS RESEARCH,['MANAGEMENT'],1266,Management Information Systems,"Business, Management and Accounting",0.540906162765729,0,3,B
27,108845946,Economica,0013-0427,Economica,Applied economics,Economica,Economics,8255,401387,ECONOMICA,['ECONOMICS'],1003,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",1.0,4,0,E
28,23254222,American Economic Review,0002-8282,American Economic Review,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",American Economic Review,Economics,8192,1506348,AMERICAN ECONOMIC REVIEW,['ECONOMICS'],1127,Economics and Econometrics,"Economics, Econometrics and Finance",1.0,3,1,A
29,88577320,Finance research letters,1544-6123,Finance Research Letters,"Banking, finance and investment",Finance Research Letters,F&A,8065,164225,Finance Research Letters,"['BUSINESS, FINANCE']",1990,Accounting,"Business, Management and Accounting",1.0,2,2,A
30,9435936,Long Range Planning,0024-6301,Long Range Planning,"Strategy, management and organisational behaviour",Long Range Planning,Gen & Strat,7644,441725,LONG RANGE PLANNING,['BUSINESS' 'MANAGEMENT'],781,Strategy and Management,"Business, Management and Accounting",0.8851590106007067,0,3,B
31,119950638,Journal of Marketing Research,0022-2437,Journal of Marketing Research,Marketing,Journal of Marketing Research,Marketing,7596,1014680,JOURNAL OF MARKETING RESEARCH,['BUSINESS'],1577,Marketing,"Business, Management and Accounting",0.8683974932855864,0,2,B
32,180061323,The Review of Economics and Statistics,0034-6535,The Review of Economics and Statistics,"Banking, finance and investment",Review of Economics and Statistics,Economics,7507,631892,REVIEW OF ECONOMICS AND STATISTICS,['ECONOMICS'],961,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",1.0,4,0,E
33,87933477,Environment and Planning A Economy and Space,0308-518X,,,Environment and Planning A,PSM,7469,282202,,,779,Economics and Econometrics,"Economics, Econometrics and Finance",0.6415036674816625,1,0,
34,2876017,Journal of Banking & Finance,0378-4266,,,Journal of Banking and Finance,F&A,7380,490654,JOURNAL OF BANKING & FINANCE,"['ECONOMICS' 'BUSINESS, FINANCE']",2484,Finance,"Economics, Econometrics and Finance",1.0,2,1,A
35,95464858,Econometrica,0012-9682,Econometrica: journal of the Econometric Society,Applied economics,Econometrica,Economics,7234,1572212,ECONOMETRICA,['ECONOMICS'],1639,Economics and Econometrics,"Economics, Econometrics and Finance",0.7371913989912398,4,0,E
36,117778295,Academy of Management Journal,0001-4273,Academy of Management Journal,Human resources and industrial relations,Academy of Management Journal,Gen & Strat,6865,1280647,ACADEMY OF MANAGEMENT JOURNAL,['BUSINESS' 'MANAGEMENT'],1007,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",0.8863387978142077,0,2,B
37,203860005,The Quarterly Journal of Economics,0033-5533,The Quarterly Journal of Economics,Applied economics,Quarterly Journal of Economics,Economics,6642,1135917,QUARTERLY JOURNAL OF ECONOMICS,['ECONOMICS'],1213,Economics and Econometrics,"Economics, Econometrics and Finance",1.0,4,0,E
38,141184754,Economic Modelling,0264-9993,Economic Modelling,"Banking, finance and investment",Economic Modelling,Economics,6432,178832,ECONOMIC MODELLING,['ECONOMICS'],1987,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",1.0,4,0,E
39,4210209709,Health Policy,0168-8510,,,Health Policy,Economics,6377,192436,,,1606,Economics and Econometrics,"Economics, Econometrics and Finance",0.6576130055511499,2,0,E
40,127742747,Journal of Econometrics,0304-4076,,,Journal of Econometrics,Economics,6312,662601,Journal of Econometrics,['ECONOMICS'],1921,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",0.6452129362792187,3,0,E
41,149131268,Journal of Economic Theory,0022-0531,Journal of Economic Theory,Applied economics,Journal of Economic Theory,Economics,6167,363335,JOURNAL OF ECONOMIC THEORY,['ECONOMICS'],2982,Economics and Econometrics,"Economics, Econometrics and Finance",0.5484563758389261,4,0,E
42,134988049,Econometric Reviews,0747-4938,Econometric Reviews,Econometrics,Econometric Reviews,Economics,6127,72538,Econometric Reviews,['ECONOMICS'],735,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",0.8497135301895108,4,0,E
43,113237667,Business Horizons,0007-6813,Business Horizons,Human resources and industrial relations,Business Horizons,Gen & Strat,6044,221014,BUSINESS HORIZONS,['BUSINESS'],222,Strategy and Management,"Business, Management and Accounting",0.7857142857142857,0,2,B
44,69338747,European Economic Review,0014-2921,European Economic Review,Applied economics,European Economic Review,Economics,5939,290350,EUROPEAN ECONOMIC REVIEW,['ECONOMICS'],1074,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",1.0,4,0,E
45,93666758,Journal of Economic Issues,0021-3624,Journal of Economic Issues (JEI),"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",Journal of Economic Issues,Economics,5857,116068,JOURNAL OF ECONOMIC ISSUES,['ECONOMICS'],1678,Economics and Econometrics,"Economics, Econometrics and Finance",0.8251614446304711,3,1,A
46,154533451,IEEE Transactions on Engineering Management,0018-9391,,,IEEE Transactions on Engineering Management,"OR,MS,POM",5800,145084,IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT,['BUSINESS' 'MANAGEMENT'],751,Strategy and Management,"Business, Management and Accounting",0.6737941322725013,0,2,B
47,175672440,Regional Studies,0034-3404,,,Regional Studies,PSM,5748,234362,REGIONAL STUDIES,['ECONOMICS'],1340,Economics and Econometrics,"Economics, Econometrics and Finance",0.5825242718446602,2,0,E
48,46763546,Academy of Management Review,0363-7425,Academy of Management Review,"Strategy, management and organisational behaviour",Academy of Management Review,Gen & Strat,5641,1620420,ACADEMY OF MANAGEMENT REVIEW,['BUSINESS' 'MANAGEMENT'],1040,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",0.8380050964688751,0,3,B
49,7424199,Public Choice,0048-5829,,,Public Choice,PSM,5580,166470,PUBLIC CHOICE,['ECONOMICS'],1118,Political Science and International Relations,Social Sciences,0.5832718327183272,1,0,
50,162525099,Financial Analysts Journal,0015-198X,Financial Analysts Journal,"Accounting, auditing and accountability",Financial Analysts Journal,F&A,5554,128947,FINANCIAL ANALYSTS JOURNAL,"['BUSINESS, FINANCE']",1284,Finance,"Economics, Econometrics and Finance",1.0,2,1,A
51,942037226,Business History,0007-6791,,,Business History,Bus Hist,5446,34624,BUSINESS HISTORY,['BUSINESS'],616,Economics and Econometrics,"Economics, Econometrics and Finance",0.765704584040747,1,1,
52,97548893,American Journal of Economics and Sociology,0002-9246,,,,,5420,36777,AMERICAN JOURNAL OF ECONOMICS AND SOCIOLOGY,['ECONOMICS'],694,Economics and Econometrics,"Economics, Econometrics and Finance",0.6963677639046538,2,0,E
53,31748134,Industrial Marketing Management,0019-8501,Industrial Marketing Management,Marketing,Industrial Marketing Management,Marketing,5261,314230,INDUSTRIAL MARKETING MANAGEMENT,['BUSINESS' 'MANAGEMENT'],1402,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",0.8909816086860182,0,2,B
54,199447588,Journal of Public Economics,0047-2727,Journal of Public Economics,Applied economics,Journal of Public Economics,Economics,5211,407816,JOURNAL OF PUBLIC ECONOMICS,['ECONOMICS'],1843,Economics and Econometrics,"Economics, Econometrics and Finance",0.7979274611398963,4,0,E
55,130179515,Economic Record,0013-0249,The Economic Record,Applied economics,Economic Record,Economics,5208,54238,ECONOMIC RECORD,['ECONOMICS'],629,Economics and Econometrics,"Economics, Econometrics and Finance",0.7596865476708751,4,0,E
56,9731383,Research Policy,0048-7333,Research Policy,"Strategy, management and organisational behaviour",Research Policy,Economics,5089,702189,RESEARCH POLICY,['MANAGEMENT'],1412,Strategy and Management,"Business, Management and Accounting",1.0,1,3,A
57,4210190151,Omega,0305-0483,OMEGA International Journal of Management Science,Business systems in context,OMEGA,"OR,MS,POM",5065,240785,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,['MANAGEMENT'],730,Management Information Systems,"Business, Management and Accounting",0.49024822695035464,0,3,B
58,4306531871,Terra Economicus,2073-6606,,,,,5045,1584,Terra Economicus,['ECONOMICS'],367,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",0.5876288659793815,2,0,E
59,154010748,Management Decision,0025-1747,Management Decision,Human resources and industrial relations,Management Decision,Gen & Strat,5039,183458,MANAGEMENT DECISION,['BUSINESS' 'MANAGEMENT'],876,Strategy and Management,"Business, Management and Accounting",1.0,0,2,B
60,168273071,International Review of Economics & Finance,1059-0560,International Review of Economics and Finance,"Accounting, auditing and accountability",International Review of Economics and Finance,Economics,4975,92654,International Review of Economics & Finance,"['ECONOMICS' 'BUSINESS, FINANCE']",1064,Accounting,"Business, Management and Accounting",1.0,2,2,A
61,4210237570,Recherches économiques de Louvain,0770-4518,Journal of Demographic Economics,Applied economics,,,4949,5279,Journal of Demographic Economics,['ECONOMICS'],548,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",0.7934044616876819,3,0,E
62,61446109,Human Relations,0018-7267,Human Relations,"Strategy, management and organisational behaviour",Human Relations,"OS/OB,HRM/IR",4914,368321,HUMAN RELATIONS,['MANAGEMENT'],910,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",0.6522744795682344,0,3,B
63,148599315,International Journal of Hospitality Management,0278-4319,International Journal of Hospitality Management,Commercial services,International Journal of Hospitality Management,Tourism,4905,278386,,,1151,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",0.6612734864300627,0,3,B
64,4210206027,Journal of Education for Business,0883-2323,Journal of Education for Business,"Banking, finance and investment",,,4895,44716,,,1237,Management of Technology and Innovation,"Business, Management and Accounting",0.6639566395663956,1,1,
65,149240962,Journal of Financial Economics,0304-405X,Journal of Financial Economics,"Banking, finance and investment",Journal of Financial Economics,F&A,4765,1271952,JOURNAL OF FINANCIAL ECONOMICS,"['ECONOMICS' 'BUSINESS, FINANCE']",2079,Accounting,"Business, Management and Accounting",1.0,2,2,A
66,45372229,World Economy,0378-5920,The World Economy,Applied economics,World Economy,Economics,4711,95241,WORLD ECONOMY,"['ECONOMICS' 'BUSINESS, FINANCE']",2020,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",0.9008264462809917,4,1,A
67,59289252,Intereconomics,0020-5346,Intereconomics: review of European economic policy,"Banking, finance and investment",,,4619,17221,,,568,Finance,"Economics, Econometrics and Finance",0.6668241965973535,2,0,E
68,101209419,Journal of Development Economics,0304-3878,,,Journal of Development Economics,Economics,4584,348636,JOURNAL OF DEVELOPMENT ECONOMICS,['ECONOMICS'],814,Economics and Econometrics,"Economics, Econometrics and Finance",0.8221235916695118,3,0,E
69,44585919,Journal of Economic Dynamics and Control,0165-1889,Journal of Economic Dynamics and Control,"Banking, finance and investment",Journal of Economic Dynamics and Control,Economics,4582,178987,JOURNAL OF ECONOMIC DYNAMICS & CONTROL,['ECONOMICS'],1868,Economics and Econometrics,"Economics, Econometrics and Finance",1.0,4,0,E
70,145200904,Health Economics,1057-9230,,,Health Economics (United Kingdom),Economics,4557,166735,HEALTH ECONOMICS,['ECONOMICS'],1636,Economics and Econometrics,"Economics, Econometrics and Finance",0.624976240258506,3,0,E
71,116184629,National Tax Journal,0028-0283,National Tax Journal,Applied economics,National Tax Journal,Economics,4530,73269,NATIONAL TAX JOURNAL,"['ECONOMICS' 'BUSINESS, FINANCE']",2069,Accounting,"Business, Management and Accounting",0.7825828503492347,3,2,A
72,2058785,Journal of money credit and banking,0022-2879,"Journal of Money, Credit and Banking","Banking, finance and investment","Journal of Money, Credit and Banking",F&A,4482,221586,JOURNAL OF MONEY CREDIT AND BANKING,"['ECONOMICS' 'BUSINESS, FINANCE']",1747,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",1.0,3,1,A
73,25235501,Journal of Retailing and Consumer Services,0969-6989,Journal of Retailing and Consumer Services,Commercial services,Journal of Retailing and Consumer Services,Marketing,4465,241333,Journal of Retailing and Consumer Services,['BUSINESS'],1693,Marketing,"Business, Management and Accounting",0.6944612590799032,0,3,B
74,145572626,International Review of Financial Analysis,1057-5219,International Review of Financial Analysis,"Accounting, auditing and accountability",International Review of Financial Analysis,F&A,4442,123625,International Review of Financial Analysis,"['BUSINESS, FINANCE']",1420,Accounting,"Business, Management and Accounting",1.0,1,2,A
75,102949365,Strategic Management Journal,0143-2095,Strategic Management Journal,"Strategy, management and organisational behaviour",Strategic Management Journal,Gen & Strat,4425,1114659,STRATEGIC MANAGEMENT JOURNAL,['BUSINESS' 'MANAGEMENT'],1359,Strategy and Management,"Business, Management and Accounting",1.0,0,3,B
76,4210168539,Science and Public Policy,0302-3427,,,,,4393,61782,Science and Public Policy,['MANAGEMENT'],527,Economics and Econometrics,"Economics, Econometrics and Finance",0.6557169930511687,1,1,
77,90392387,South African Journal of Economics,0038-2280,South African Journal of Economics,Applied economics,,,4373,30748,SOUTH AFRICAN JOURNAL OF ECONOMICS,['ECONOMICS'],1026,Law,Social Sciences,0.46384039900249374,2,0,E
78,76440981,Canadian Journal of Economics/Revue canadienne d économique,0008-4085,,,Canadian Journal of Economics,Economics,4324,168556,CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE,['ECONOMICS'],720,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",1.0,3,0,E
79,143668711,Administrative Science Quarterly,0001-8392,Administrative Science Quarterly,Human resources and industrial relations,Administrative Science Quarterly,Gen & Strat,4313,1039015,ADMINISTRATIVE SCIENCE QUARTERLY,['BUSINESS' 'MANAGEMENT'],517,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",0.791864406779661,0,2,B
80,21668869,Strategic Direction,0258-0543,Strategic Direction,Human resources and industrial relations,,,4309,27730,,,579,Strategy and Management,"Business, Management and Accounting",0.8488918737407656,0,1,
81,206615888,Economic Inquiry,0095-2583,Economic Inquiry,Applied economics,Economic Inquiry,Economics,4256,134271,ECONOMIC INQUIRY,['ECONOMICS'],664,Economics and Econometrics,"Economics, Econometrics and Finance",0.848823294774631,4,0,E
82,93630570,Journal of Product Innovation Management,0737-6782,,,Journal of Product Innovation Management,Innovation,4254,229458,JOURNAL OF PRODUCT INNOVATION MANAGEMENT,['BUSINESS' 'MANAGEMENT'],1266,Strategy and Management,"Business, Management and Accounting",0.7109166983643971,0,2,B
83,4210230633,International Journal of Business and Management,1833-3850,International Journal of Business and Management,Human resources and industrial relations,,,4237,63293,,,400,Accounting,"Business, Management and Accounting",0.8470889315419066,0,1,
84,149285975,Land Economics,0023-7639,Land Economics: a quarterly journal devoted to the study of economic and social institutions,Applied economics,Land Economics,Economics,4213,153459,LAND ECONOMICS,['ECONOMICS'],939,Economics and Econometrics,"Economics, Econometrics and Finance",0.7916843445057277,4,0,E
85,28882882,Organization Studies,0170-8406,Organization Studies,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",Organization Studies,"OS/OB,HRM/IR",4207,272679,ORGANIZATION STUDIES,['MANAGEMENT'],1512,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",0.9258149119520419,0,3,B
86,138400101,Managerial and Decision Economics,0143-6570,Managerial and Decision Economics: the international journal of research and progress in management economics,"Banking, finance and investment",Managerial and Decision Economics,Economics,4181,56982,MANAGERIAL AND DECISION ECONOMICS,['ECONOMICS' 'MANAGEMENT'],754,Accounting,"Business, Management and Accounting",0.880129091747349,3,2,A
87,43019230,PharmacoEconomics,1170-7690,,,,,4162,145713,PHARMACOECONOMICS,['ECONOMICS'],1934,Economics and Econometrics,"Economics, Econometrics and Finance",0.8533916849015317,2,0,E
88,88935262,The Review of Economic Studies,0034-6527,The Review of Economic Studies,Applied economics,Review of Economic Studies,Economics,4161,579151,REVIEW OF ECONOMIC STUDIES,['ECONOMICS'],1378,Economics and Econometrics,"Economics, Econometrics and Finance",1.0,4,0,E
89,43637407,R and D Management,0033-6807,R and D Management,Business systems in context,R and D Management,Innovation,4120,100794,R & D MANAGEMENT,['BUSINESS' 'MANAGEMENT'],1291,Strategy and Management,"Business, Management and Accounting",0.8633962264150944,0,3,B
90,180126918,AFRICAN JOURNAL OF BUSINESS MANAGEMENT,1993-8233,African Journal of Business Management,Human resources and industrial relations,,,4102,55697,,,386,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",0.8524355300859598,0,1,
91,198098467,Journal of International Economics,0022-1996,Journal of International Economics,Applied economics,Journal of International Economics,Economics,4068,311280,JOURNAL OF INTERNATIONAL ECONOMICS,['ECONOMICS'],1564,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",1.0,4,0,E
92,84664706,Personnel Psychology,0031-5826,,,Personnel Psychology,"OS/OB,HRM/IR",4065,303563,PERSONNEL PSYCHOLOGY,['MANAGEMENT'],709,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",0.5525974025974026,0,2,B
93,120991925,Telecommunications Policy,0308-5961,,,Telecommunications Policy,"MIS, KM",4039,89746,,,2000,Media Technology,Engineering,0.40101826894279724,0,0,
94,205793605,Business Strategy and the Environment,0964-4733,Business Strategy and the Environment,"Accounting, auditing and accountability",Business Strategy and the Environment,Gen & Strat,4003,228611,Business Strategy and the Environment,['BUSINESS' 'MANAGEMENT'],2138,Marketing,"Business, Management and Accounting",1.0,0,2,B
95,193228710,Journal of Financial and Quantitative Analysis,0022-1090,Journal of Financial and Quantitative Analysis,"Accounting, auditing and accountability",Journal of Financial and Quantitative Analysis,F&A,3995,257898,JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS,"['ECONOMICS' 'BUSINESS, FINANCE']",1659,Finance,"Economics, Econometrics and Finance",1.0,2,1,A
96,101788309,Papers of the Regional Science Association,1056-8190,,,Papers in Regional Science,Economics,3946,85468,PAPERS IN REGIONAL SCIENCE,['ECONOMICS'],1147,Economics and Econometrics,"Economics, Econometrics and Finance",0.8152133580705009,3,0,E
97,16035445,Enterprise & Society,1467-2227,,,Enterprise and Society,Bus Hist,3926,9262,ENTERPRISE & SOCIETY,['BUSINESS'],444,Economics and Econometrics,"Economics, Econometrics and Finance",0.5953453453453453,1,1,
98,6711363,Journal of Monetary Economics,0304-3932,Journal of Monetary Economics,"Banking, finance and investment",Journal of Monetary Economics,Economics,3896,364356,JOURNAL OF MONETARY ECONOMICS,"['ECONOMICS' 'BUSINESS, FINANCE']",1824,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",1.0,4,1,A
99,89389284,European Journal of Marketing,0309-0566,European Journal of Marketing,Marketing,European Journal of Marketing,Marketing,3852,258513,EUROPEAN JOURNAL OF MARKETING,['BUSINESS'],1318,Marketing,"Business, Management and Accounting",0.830279109106287,0,2,B
100,29659387,Industrial and Commercial Training,0019-7858,,,,,3850,32599,INDUSTRIAL AND COMMERCIAL TRAINING,['MANAGEMENT'],328,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",0.63718820861678,0,2,B
101,2764563877,EUROPEAN RESEARCH STUDIES JOURNAL,1108-2976,European Research Studies Journal,"Accounting, auditing and accountability",,,3832,15272,,,351,"Management, Monitoring, Policy and Law",Environmental Science,0.4519607843137255,0,0,
102,70698675,Technovation,0166-4972,Technovation,Business systems in context,Technovation,Innovation,3821,210723,TECHNOVATION,['MANAGEMENT'],1181,Strategy and Management,"Business, Management and Accounting",1.0,0,3,B
103,3030835295,Economic Affairs,0265-0665,Economic Affairs: the journal of the IEA,Applied economics,,,3811,11775,ECONOMIC AFFAIRS,['ECONOMICS'],273,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",0.829734219269103,3,0,E
104,116483603,Journal of Risk & Insurance,0022-4367,Journal of Risk and Insurance,"Banking, finance and investment",Journal of Risk and Insurance,F&A,3781,77246,JOURNAL OF RISK AND INSURANCE,"['ECONOMICS' 'BUSINESS, FINANCE']",1744,Economics and Econometrics,"Economics, Econometrics and Finance",0.7839666840187403,3,1,A
105,167074060,Tijdschrift voor Economische en Sociale Geografie,0040-747X,,,,,3734,43044,TIJDSCHRIFT VOOR ECONOMISCHE EN SOCIALE GEOGRAFIE,['ECONOMICS'],356,Economics and Econometrics,"Economics, Econometrics and Finance",0.42058165548098436,2,0,E
106,149070780,Production and Operations Management,1059-1478,,,Production and Operations Management,"OR,MS,POM",3734,151810,,,1171,Management Information Systems,"Business, Management and Accounting",0.8769013088079236,0,1,
107,178258306,Empirical Economics,0377-7332,"Empirical Economics: a quarterly journal of the Institute for Advanced Studies, Vienna",Applied economics,Empirical Economics,Economics,3711,79592,Empirical Economics,['ECONOMICS'],1253,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",1.0,4,0,E
108,18095783,Journal of Business and Economic Statistics,0735-0015,,,Journal of Business and Economic Statistics,Economics,3707,254135,JOURNAL OF BUSINESS & ECONOMIC STATISTICS,['ECONOMICS'],1043,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",0.8475873544093178,3,0,E
109,92522684,Journal of the Academy of Marketing Science,0092-0703,Journal of the Academy of Marketing Science,Marketing,Journal of the Academy of Marketing Science,Marketing,3672,420242,JOURNAL OF THE ACADEMY OF MARKETING SCIENCE,['BUSINESS'],934,Marketing,"Business, Management and Accounting",0.8471467391304348,0,2,B
110,171720814,International Journal of Technology Management,0267-5730,,,International Journal of Technology Management,Innovation,3663,50817,INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,['MANAGEMENT'],911,Strategy and Management,"Business, Management and Accounting",1.0,0,2,B
